"FullGeoName","Year","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening"
"PA, Pike",2001,42103,"Non-human activity",0,0,0
"PA, York",2001,42133,"Non-human activity",0,0,0
"RI, Bristol",2001,44001,"Non-human activity",0,0,0
"RI, Kent",2001,44003,"Non-human activity",0,0,0
"RI, Newport",2001,44005,"Non-human activity",0,0,0
"RI, Providence",2001,44007,"Non-human activity",0,0,0
"RI, Washington",2001,44009,"Non-human activity",0,0,0
"TN, Greene",2001,47059,"Non-human activity",0,0,0
"TN, Humphreys",2001,47085,"Non-human activity",0,0,0
"TN, Rutherford",2001,47149,"Non-human activity",0,0,0
"TN, Shelby",2001,47157,"Non-human activity",0,0,0
"VA, Albemarle",2001,51003,"Non-human activity",0,0,0
"VA, Arlington",2001,51013,"Non-human activity",0,0,0
"VA, Clarke",2001,51043,"Non-human activity",0,0,0
"VA, Fairfax",2001,51059,"Non-human activity",0,0,0
"VA, Frederick",2001,51069,"Non-human activity",0,0,0
"VA, Gloucester",2001,51073,"Non-human activity",0,0,0
"VA, Henrico",2001,51087,"Non-human activity",0,0,0
"VA, King William",2001,51101,"Non-human activity",0,0,0
"VA, Loudoun",2001,51107,"Non-human activity",0,0,0
"VA, Louisa",2001,51109,"Non-human activity",0,0,0
"VA, Madison",2001,51113,"Non-human activity",0,0,0
"VA, Prince William",2001,51153,"Non-human activity",0,0,0
"VA, Rockingham",2001,51165,"Non-human activity",0,0,0
"VA, Southampton",2001,51175,"Non-human activity",0,0,0
"VA, Stafford",2001,51179,"Non-human activity",0,0,0
"VA, Alexandria City",2001,51510,"Non-human activity",0,0,0
"VA, Chesapeake City",2001,51550,"Non-human activity",0,0,0
"VA, Newport News City",2001,51700,"Non-human activity",0,0,0
"VA, Portsmouth City",2001,51740,"Non-human activity",0,0,0
"VA, Richmond City",2001,51760,"Non-human activity",0,0,0
"VA, Suffolk City",2001,51800,"Non-human activity",0,0,0
"VA, Virginia Beach City",2001,51810,"Non-human activity",0,0,0
"WI, Dane",2001,55025,"Non-human activity",0,0,0
"WI, Kenosha",2001,55059,"Non-human activity",0,0,0
"WI, Milwaukee",2001,55079,"Non-human activity",0,0,0
"WI, Racine",2001,55101,"Non-human activity",0,0,0
"WI, Waukesha",2001,55133,"Non-human activity",0,0,0
"AL, Autauga",2002,1001,"Human infections and non-human activity",1,1,0
"AL, Baldwin",2002,1003,"Non-human activity",0,0,0
"AL, Barbour",2002,1005,"Human infections and non-human activity",1,0,0
"AL, Bibb",2002,1007,"Non-human activity",0,0,0
"AL, Blount",2002,1009,"Non-human activity",0,0,0
"AL, Bullock",2002,1011,"Non-human activity",0,0,0
"AL, Butler",2002,1013,"Non-human activity",0,0,0
"AL, Calhoun",2002,1015,"Human infections and non-human activity",1,0,0
"AL, Chambers",2002,1017,"Human infections and non-human activity",1,1,0
"AL, Cherokee",2002,1019,"Non-human activity",0,0,0
"AL, Chilton",2002,1021,"Non-human activity",0,0,0
"AL, Choctaw",2002,1023,"Non-human activity",0,0,0
"AL, Clarke",2002,1025,"Non-human activity",0,0,0
"AL, Clay",2002,1027,"Non-human activity",0,0,0
"AL, Cleburne",2002,1029,"Non-human activity",0,0,0
"AL, Coffee",2002,1031,"Human infections and non-human activity",2,1,0
"AL, Colbert",2002,1033,"Non-human activity",0,0,0
"AL, Conecuh",2002,1035,"Non-human activity",0,0,0
"AL, Coosa",2002,1037,"Non-human activity",0,0,0
"AL, Covington",2002,1039,"Non-human activity",0,0,0
"AL, Crenshaw",2002,1041,"Non-human activity",0,0,0
"AL, Cullman",2002,1043,"Non-human activity",0,0,0
"AL, Dale",2002,1045,"Human infections and non-human activity",2,2,0
"AL, Dallas",2002,1047,"Human infections and non-human activity",1,1,0
"AL, De Kalb",2002,1049,"Non-human activity",0,0,0
"AL, Elmore",2002,1051,"Non-human activity",0,0,0
"AL, Escambia",2002,1053,"Non-human activity",0,0,0
"AL, Etowah",2002,1055,"Human infections and non-human activity",1,1,0
"AL, Fayette",2002,1057,"Non-human activity",0,0,0
"AL, Franklin",2002,1059,"Non-human activity",0,0,0
"AL, Geneva",2002,1061,"Non-human activity",0,0,0
"AL, Greene",2002,1063,"Non-human activity",0,0,0
"AL, Hale",2002,1065,"Non-human activity",0,0,0
"AL, Henry",2002,1067,"Non-human activity",0,0,0
"AL, Houston",2002,1069,"Human infections and non-human activity",1,1,0
"AL, Jackson",2002,1071,"Non-human activity",0,0,0
"AL, Jefferson",2002,1073,"Human infections and non-human activity",12,7,0
"AL, Lamar",2002,1075,"Non-human activity",0,0,0
"AL, Lauderdale",2002,1077,"Non-human activity",0,0,0
"AL, Lawrence",2002,1079,"Non-human activity",0,0,0
"AL, Lee",2002,1081,"Non-human activity",0,0,0
"AL, Limestone",2002,1083,"Non-human activity",0,0,0
"AL, Lowndes",2002,1085,"Non-human activity",0,0,0
"AL, Macon",2002,1087,"Non-human activity",0,0,0
"AL, Madison",2002,1089,"Human infections and non-human activity",1,1,0
"AL, Marengo",2002,1091,"Human infections and non-human activity",2,0,0
"AL, Marion",2002,1093,"Human infections and non-human activity",1,1,0
"AL, Marshall",2002,1095,"Non-human activity",0,0,0
"AL, Mobile",2002,1097,"Human infections and non-human activity",5,4,0
"AL, Monroe",2002,1099,"Non-human activity",0,0,0
"AL, Montgomery",2002,1101,"Human infections and non-human activity",10,7,0
"AL, Morgan",2002,1103,"Non-human activity",0,0,0
"AL, Perry",2002,1105,"Non-human activity",0,0,0
"AL, Pickens",2002,1107,"Non-human activity",0,0,0
"AL, Pike",2002,1109,"Non-human activity",0,0,0
"AL, Randolph",2002,1111,"Non-human activity",0,0,0
"AL, Russell",2002,1113,"Non-human activity",0,0,0
"AL, St Clair",2002,1115,"Non-human activity",0,0,0
"AL, Shelby",2002,1117,"Non-human activity",0,0,0
"AL, Sumter",2002,1119,"Non-human activity",0,0,0
"AL, Talladega",2002,1121,"Non-human activity",0,0,0
"AL, Tallapoosa",2002,1123,"Non-human activity",0,0,0
"AL, Tuscaloosa",2002,1125,"Human infections and non-human activity",7,6,0
"AL, Walker",2002,1127,"Non-human activity",0,0,0
"AL, Washington",2002,1129,"Non-human activity",0,0,0
"AL, Wilcox",2002,1131,"Non-human activity",0,0,0
"AL, Winston",2002,1133,"Non-human activity",0,0,0
"AR, Arkansas",2002,5001,"Human infections and non-human activity",1,1,0
"AR, Ashley",2002,5003,"Human infections and non-human activity",2,1,0
"AR, Baxter",2002,5005,"Non-human activity",0,0,0
"AR, Benton",2002,5007,"Non-human activity",0,0,0
"AR, Boone",2002,5009,"Non-human activity",0,0,0
"AR, Bradley",2002,5011,"Human infections and non-human activity",3,2,0
"AR, Chicot",2002,5017,"Non-human activity",0,0,0
"AR, Clark",2002,5019,"Human infections and non-human activity",1,1,0
"AR, Clay",2002,5021,"Non-human activity",0,0,0
"AR, Cleburne",2002,5023,"Non-human activity",0,0,0
"AR, Cleveland",2002,5025,"Non-human activity",0,0,0
"AR, Columbia",2002,5027,"Non-human activity",0,0,0
"AR, Conway",2002,5029,"Non-human activity",0,0,0
"AR, Craighead",2002,5031,"Non-human activity",0,0,0
"AR, Crawford",2002,5033,"Non-human activity",0,0,0
"AR, Crittenden",2002,5035,"Human infections and non-human activity",4,3,0
"AR, Cross",2002,5037,"Non-human activity",0,0,0
"AR, Dallas",2002,5039,"Non-human activity",0,0,0
"AR, Desha",2002,5041,"Human infections and non-human activity",1,1,0
"AR, Drew",2002,5043,"Human infections and non-human activity",2,2,0
"AR, Faulkner",2002,5045,"Human infections and non-human activity",1,1,0
"AR, Franklin",2002,5047,"Non-human activity",0,0,0
"AR, Garland",2002,5051,"Non-human activity",0,0,0
"AR, Grant",2002,5053,"Non-human activity",0,0,0
"AR, Greene",2002,5055,"Non-human activity",0,0,0
"AR, Hempstead",2002,5057,"Non-human activity",0,0,0
"AR, Hot Spring",2002,5059,"Non-human activity",0,0,0
"AR, Howard",2002,5061,"Non-human activity",0,0,0
"AR, Independence",2002,5063,"Human infections and non-human activity",1,1,0
"AR, Izard",2002,5065,"Non-human activity",0,0,0
"AR, Jefferson",2002,5069,"Human infections and non-human activity",9,8,0
"AR, Johnson",2002,5071,"Non-human activity",0,0,0
"AR, Lafayette",2002,5073,"Non-human activity",0,0,0
"AR, Lawrence",2002,5075,"Human infections and non-human activity",1,1,0
"AR, Lee",2002,5077,"Non-human activity",0,0,0
"AR, Lincoln",2002,5079,"Non-human activity",0,0,0
"AR, Little River",2002,5081,"Non-human activity",0,0,0
"AR, Logan",2002,5083,"Non-human activity",0,0,0
"AR, Lonoke",2002,5085,"Non-human activity",0,0,0
"AR, Madison",2002,5087,"Non-human activity",0,0,0
"AR, Marion",2002,5089,"Non-human activity",0,0,0
"AR, Miller",2002,5091,"Non-human activity",0,0,0
"AR, Mississippi",2002,5093,"Non-human activity",0,0,0
"AR, Monroe",2002,5095,"Non-human activity",0,0,0
"AR, Montgomery",2002,5097,"Non-human activity",0,0,0
"AR, Nevada",2002,5099,"Non-human activity",0,0,0
"AR, Ouachita",2002,5103,"Non-human activity",0,0,0
"AR, Perry",2002,5105,"Non-human activity",0,0,0
"AR, Phillips",2002,5107,"Non-human activity",0,0,0
"AR, Pike",2002,5109,"Non-human activity",0,0,0
"AR, Poinsett",2002,5111,"Non-human activity",0,0,0
"AR, Polk",2002,5113,"Non-human activity",0,0,0
"AR, Pope",2002,5115,"Non-human activity",0,0,0
"AR, Prairie",2002,5117,"Non-human activity",0,0,0
"AR, Pulaski",2002,5119,"Human infections and non-human activity",8,7,0
"AR, Randolph",2002,5121,"Non-human activity",0,0,0
"AR, St Francis",2002,5123,"Non-human activity",0,0,0
"AR, Saline",2002,5125,"Non-human activity",0,0,0
"AR, Scott",2002,5127,"Non-human activity",0,0,0
"AR, Sebastian",2002,5131,"Human infections and non-human activity",1,1,0
"AR, Sevier",2002,5133,"Non-human activity",0,0,0
"AR, Sharp",2002,5135,"Non-human activity",0,0,0
"AR, Stone",2002,5137,"Non-human activity",0,0,0
"AR, Union",2002,5139,"Human infections and non-human activity",7,1,0
"AR, Van Buren",2002,5141,"Non-human activity",0,0,0
"AR, Washington",2002,5143,"Human infections and non-human activity",1,1,0
"AR, White",2002,5145,"Non-human activity",0,0,0
"AR, Woodruff",2002,5147,"Non-human activity",0,0,0
"AR, Yell",2002,5149,"Non-human activity",0,0,0
"CA, Los Angeles",2002,6037,"Human infections",1,1,0
"CO, Adams",2002,8001,"Human infections and non-human activity",4,0,0
"CO, Arapahoe",2002,8005,"Non-human activity",0,0,0
"CO, Baca",2002,8009,"Non-human activity",0,0,0
"CO, Bent",2002,8011,"Non-human activity",0,0,0
"CO, Boulder",2002,8013,"Non-human activity",0,0,0
"CO, Cheyenne",2002,8017,"Non-human activity",0,0,0
"CO, Conejos",2002,8021,"Non-human activity",0,0,0
"CO, Crowley",2002,8025,"Non-human activity",0,0,0
"CO, Custer",2002,8027,"Non-human activity",0,0,0
"CO, Denver",2002,8031,"Human infections and non-human activity",1,1,0
"CO, Douglas",2002,8035,"Non-human activity",0,0,0
"CO, Elbert",2002,8039,"Non-human activity",0,0,0
"CO, El Paso",2002,8041,"Human infections and non-human activity",2,1,0
"CO, Fremont",2002,8043,"Non-human activity",0,0,0
"CO, Grand",2002,8049,"Non-human activity",0,0,0
"CO, Huerfano",2002,8055,"Non-human activity",0,0,0
"CO, Jefferson",2002,8059,"Human infections and non-human activity",2,0,0
"CO, Kit Carson",2002,8063,"Non-human activity",0,0,0
"CO, Larimer",2002,8069,"Non-human activity",0,0,0
"CO, Las Animas",2002,8071,"Non-human activity",0,0,0
"CO, Lincoln",2002,8073,"Non-human activity",0,0,0
"CO, Logan",2002,8075,"Human infections and non-human activity",1,1,0
"CO, Mesa",2002,8077,"Non-human activity",0,0,0
"CO, Moffat",2002,8081,"Non-human activity",0,0,0
"CO, Morgan",2002,8087,"Non-human activity",0,0,0
"CO, Otero",2002,8089,"Non-human activity",0,0,0
"CO, Phillips",2002,8095,"Non-human activity",0,0,0
"CO, Prowers",2002,8099,"Human infections and non-human activity",1,1,0
"CO, Pueblo",2002,8101,"Human infections and non-human activity",1,1,0
"CO, Sedgwick",2002,8115,"Non-human activity",0,0,0
"CO, Washington",2002,8121,"Human infections and non-human activity",1,0,0
"CO, Weld",2002,8123,"Human infections and non-human activity",1,1,0
"CO, Yuma",2002,8125,"Non-human activity",0,0,0
"CT, Fairfield",2002,9001,"Human infections and non-human activity",8,5,0
"CT, Hartford",2002,9003,"Human infections and non-human activity",6,4,0
"CT, Litchfield",2002,9005,"Non-human activity",0,0,0
"CT, Middlesex",2002,9007,"Non-human activity",0,0,0
"CT, New Haven",2002,9009,"Human infections and non-human activity",3,1,0
"CT, New London",2002,9011,"Non-human activity",0,0,0
"CT, Tolland",2002,9013,"Non-human activity",0,0,0
"CT, Windham",2002,9015,"Non-human activity",0,0,0
"DE, Kent",2002,10001,"Human infections and non-human activity",1,0,0
"DE, New Castle",2002,10003,"Non-human activity",0,0,0
"DE, Sussex",2002,10005,"Non-human activity",0,0,0
"DC, Washington",2002,11001,"Human infections and non-human activity",34,14,0
"FL, Alachua",2002,12001,"Human infections and non-human activity",1,1,0
"FL, Bay",2002,12005,"Non-human activity",0,0,0
"FL, Bradford",2002,12007,"Non-human activity",0,0,0
"FL, Brevard",2002,12009,"Human infections and non-human activity",1,1,0
"FL, Broward",2002,12011,"Non-human activity",0,0,0
"FL, Calhoun",2002,12013,"Non-human activity",0,0,0
"FL, Charlotte",2002,12015,"Non-human activity",0,0,0
"FL, Citrus",2002,12017,"Human infections and non-human activity",1,1,0
"FL, Clay",2002,12019,"Human infections and non-human activity",1,1,0
"FL, Collier",2002,12021,"Non-human activity",0,0,0
"FL, Columbia",2002,12023,"Non-human activity",0,0,0
"FL",2002,12025,"Human infections",1,1,0
"FL, De Soto",2002,12027,"Non-human activity",0,0,0
"FL, Dixie",2002,12029,"Non-human activity",0,0,0
"FL, Duval",2002,12031,"Human infections and non-human activity",1,1,0
"FL, Escambia",2002,12033,"Human infections and non-human activity",7,7,0
"FL, Flagler",2002,12035,"Non-human activity",0,0,0
"FL, Gilchrist",2002,12041,"Non-human activity",0,0,0
"FL, Glades",2002,12043,"Non-human activity",0,0,0
"FL, Hardee",2002,12049,"Non-human activity",0,0,0
"FL, Hendry",2002,12051,"Non-human activity",0,0,0
"FL, Hernando",2002,12053,"Non-human activity",0,0,0
"FL, Highlands",2002,12055,"Non-human activity",0,0,0
"FL, Hillsborough",2002,12057,"Human infections and non-human activity",1,1,0
"FL, Holmes",2002,12059,"Non-human activity",0,0,0
"FL, Indian River",2002,12061,"Non-human activity",0,0,0
"FL, Jackson",2002,12063,"Non-human activity",0,0,0
"FL, Lake",2002,12069,"Human infections and non-human activity",1,1,0
"FL, Lee",2002,12071,"Human infections and non-human activity",1,1,0
"FL, Leon",2002,12073,"Non-human activity",0,0,0
"FL, Levy",2002,12075,"Non-human activity",0,0,0
"FL, Liberty",2002,12077,"Non-human activity",0,0,0
"FL, Manatee",2002,12081,"Human infections and non-human activity",1,1,0
"FL, Marion",2002,12083,"Human infections and non-human activity",3,3,0
"FL, Martin",2002,12085,"Non-human activity",0,0,0
"FL, Miami-Dade",2002,12086,"Non-human activity",0,0,0
"FL, Monroe",2002,12087,"Non-human activity",0,0,0
"FL, Okaloosa",2002,12091,"Non-human activity",0,0,0
"FL, Okeechobee",2002,12093,"Non-human activity",0,0,0
"FL, Orange",2002,12095,"Human infections and non-human activity",1,1,0
"FL, Osceola",2002,12097,"Non-human activity",0,0,0
"FL, Palm Beach",2002,12099,"Human infections and non-human activity",2,2,0
"FL, Pasco",2002,12101,"Non-human activity",0,0,0
"FL, Pinellas",2002,12103,"Non-human activity",0,0,0
"FL, Polk",2002,12105,"Human infections and non-human activity",1,1,0
"FL, Putnam",2002,12107,"Non-human activity",0,0,0
"FL, St Johns",2002,12109,"Non-human activity",0,0,0
"FL, St Lucie",2002,12111,"Non-human activity",0,0,0
"FL, Santa Rosa",2002,12113,"Human infections and non-human activity",1,1,0
"FL, Sarasota",2002,12115,"Human infections and non-human activity",2,2,0
"FL, Seminole",2002,12117,"Non-human activity",0,0,0
"FL, Sumter",2002,12119,"Human infections and non-human activity",1,1,0
"FL, Suwannee",2002,12121,"Non-human activity",0,0,0
"FL, Union",2002,12125,"Non-human activity",0,0,0
"FL, Volusia",2002,12127,"Non-human activity",0,0,0
"FL, Walton",2002,12131,"Non-human activity",0,0,0
"FL, Washington",2002,12133,"Non-human activity",0,0,0
"GA, Appling",2002,13001,"Non-human activity",0,0,0
"GA, Bacon",2002,13005,"Non-human activity",0,0,0
"GA, Baker",2002,13007,"Non-human activity",0,0,0
"GA, Baldwin",2002,13009,"Non-human activity",0,0,0
"GA, Barrow",2002,13013,"Non-human activity",0,0,0
"GA, Bartow",2002,13015,"Non-human activity",0,0,0
"GA, Ben Hill",2002,13017,"Non-human activity",0,0,0
"GA, Bibb",2002,13021,"Human infections and non-human activity",3,3,0
"GA, Bryan",2002,13029,"Non-human activity",0,0,0
"GA, Bulloch",2002,13031,"Non-human activity",0,0,0
"GA, Burke",2002,13033,"Non-human activity",0,0,0
"GA, Butts",2002,13035,"Non-human activity",0,0,0
"GA, Camden",2002,13039,"Non-human activity",0,0,0
"GA, Candler",2002,13043,"Non-human activity",0,0,0
"GA, Carroll",2002,13045,"Non-human activity",0,0,0
"GA, Catoosa",2002,13047,"Non-human activity",0,0,0
"GA, Chatham",2002,13051,"Non-human activity",0,0,0
"GA, Chattooga",2002,13055,"Non-human activity",0,0,0
"GA, Cherokee",2002,13057,"Non-human activity",0,0,0
"GA, Clarke",2002,13059,"Human infections and non-human activity",1,1,0
"GA, Clayton",2002,13063,"Non-human activity",0,0,0
"GA, Cobb",2002,13067,"Non-human activity",0,0,0
"GA, Coffee",2002,13069,"Human infections and non-human activity",1,0,0
"GA, Colquitt",2002,13071,"Human infections and non-human activity",1,0,0
"GA, Columbia",2002,13073,"Non-human activity",0,0,0
"GA, Cook",2002,13075,"Non-human activity",0,0,0
"GA, Coweta",2002,13077,"Non-human activity",0,0,0
"GA, Crawford",2002,13079,"Non-human activity",0,0,0
"GA, Crisp",2002,13081,"Human infections and non-human activity",1,0,0
"GA, Dade",2002,13083,"Non-human activity",0,0,0
"GA, Decatur",2002,13087,"Non-human activity",0,0,0
"GA, De Kalb",2002,13089,"Human infections and non-human activity",5,4,0
"GA, Dodge",2002,13091,"Non-human activity",0,0,0
"GA, Dooly",2002,13093,"Non-human activity",0,0,0
"GA, Dougherty",2002,13095,"Human infections and non-human activity",2,2,0
"GA, Douglas",2002,13097,"Non-human activity",0,0,0
"GA, Early",2002,13099,"Non-human activity",0,0,0
"GA, Effingham",2002,13103,"Non-human activity",0,0,0
"GA, Emanuel",2002,13107,"Non-human activity",0,0,0
"GA, Evans",2002,13109,"Non-human activity",0,0,0
"GA, Fayette",2002,13113,"Human infections and non-human activity",1,1,0
"GA, Floyd",2002,13115,"Non-human activity",0,0,0
"GA, Forsyth",2002,13117,"Non-human activity",0,0,0
"GA, Franklin",2002,13119,"Non-human activity",0,0,0
"GA, Fulton",2002,13121,"Human infections and non-human activity",8,4,0
"GA, Gilmer",2002,13123,"Non-human activity",0,0,0
"GA, Glynn",2002,13127,"Non-human activity",0,0,0
"GA, Gordon",2002,13129,"Non-human activity",0,0,0
"GA, Grady",2002,13131,"Non-human activity",0,0,0
"GA, Greene",2002,13133,"Non-human activity",0,0,0
"GA, Gwinnett",2002,13135,"Human infections and non-human activity",2,1,0
"GA, Habersham",2002,13137,"Non-human activity",0,0,0
"GA, Hall",2002,13139,"Non-human activity",0,0,0
"GA, Haralson",2002,13143,"Non-human activity",0,0,0
"GA, Hart",2002,13147,"Non-human activity",0,0,0
"GA, Heard",2002,13149,"Non-human activity",0,0,0
"GA, Henry",2002,13151,"Non-human activity",0,0,0
"GA, Houston",2002,13153,"Human infections and non-human activity",2,2,0
"GA, Irwin",2002,13155,"Non-human activity",0,0,0
"GA, Jackson",2002,13157,"Non-human activity",0,0,0
"GA, Jeff Davis",2002,13161,"Human infections and non-human activity",1,1,0
"GA, Jenkins",2002,13165,"Non-human activity",0,0,0
"GA, Johnson",2002,13167,"Non-human activity",0,0,0
"GA, Lamar",2002,13171,"Non-human activity",0,0,0
"GA, Laurens",2002,13175,"Non-human activity",0,0,0
"GA, Lee",2002,13177,"Non-human activity",0,0,0
"GA, Lincoln",2002,13181,"Non-human activity",0,0,0
"GA, Long",2002,13183,"Non-human activity",0,0,0
"GA, Lowndes",2002,13185,"Non-human activity",0,0,0
"GA, Lumpkin",2002,13187,"Non-human activity",0,0,0
"GA, Mcduffie",2002,13189,"Non-human activity",0,0,0
